date,cluster_1_mean_distance,cluster_2_mean_distance
2022-08-23,1493.8939907073247,853.040983428866
2023-01-17,2325.7007123882922,2601.4379607200676
2023-01-18,2965.0103168064766,2964.0756425235604
2023-01-19,2283.81062746491,3148.4796117831547
2023-01-20,2026.963613205973,1463.5548458103244
2023-01-21,2391.845448570931,1498.3110941743687
2023-01-22,3616.322517272008,4508.19184345172
2023-01-23,2461.733827411134,3309.6708020356623
2023-01-24,2510.3938964844097,3100.613764520308
2023-02-18,1425.1079731567472,1020.1540468278653
2023-02-19,2326.788816182598,2230.866399611375
2023-02-20,1462.720597410442,1327.8557342623735
2023-02-21,2171.2862627508703,1282.3017318371212
2023-02-22,2702.089072244639,4570.5630488490815
2023-02-23,2319.843162250753,3462.685918205688
2023-03-19,1889.1704938948028,2030.6472341877513
2023-03-20,5757.791396517813,3144.646189738247
2023-03-21,2467.8045065966967,1437.7312628097216
2023-03-22,3596.2774045828783,3043.655904224301
2023-03-23,2547.4256339757853,2847.9388017177375
2023-03-24,2077.491404017016,3212.823472663609
2023-03-25,2387.370630177985,1060.2144953477512
2023-04-19,2743.4649307877526,2872.799761641153
2023-04-21,1818.055457533153,1341.1573965609964
2023-04-23,2315.594769459895,1271.2454899008499
2023-04-25,2183.232009579077,1734.2621361339213
2023-04-27,3111.789395512613,2961.0454640639964
2023-05-18,3777.282718034401,3733.8629280128457
2023-05-19,1869.7127731890912,1597.1070569737954
2023-05-20,2724.3421197062085,2663.940449571477
2023-05-21,3441.834309312718,2651.4052778248392
2023-05-22,3487.3845923919275,2851.383295399827
2023-05-23,3063.3887504919485,2339.8353356425823
2023-06-19,2940.315360538953,1752.0334603093047
2023-06-20,2249.624342917783,1412.347326213481
2023-06-21,3054.297620023122,1872.5500428608227
2023-06-22,3002.6831048592303,1687.1994509148458
2023-07-18,2703.648203024473,2964.5693732791387
2023-07-19,2251.8776215811517,2340.5271356538506
2023-07-20,2575.3413503339534,3176.251078243018
2023-07-21,2852.6657404627495,1580.3273082063417
2023-07-22,2629.990415506192,2509.225809799134
2023-07-23,2778.089407284465,3069.60472676691
2023-08-19,2992.7145686931417,3516.951061170579
2023-08-20,2099.8616647450003,2315.778393954888
2023-08-21,2335.175981644863,2296.585286239141
2023-08-22,2320.827114782612,1836.759884496542
2023-08-23,2923.307223208126,3673.3737784948107
2024-03-18,3378.486692808112,3402.687082724526
2024-03-19,2294.55784026902,1671.9230761125903
2024-03-20,2625.478007983778,2256.752021651907
2024-03-21,4059.0216007798117,2942.9949766716722
2024-03-22,2376.5139984221178,1477.8026009028554
2024-03-23,3097.15280302412,3120.8188961132946
2024-04-20,3889.3103585091844,3505.099152776617
2024-04-21,3568.8089418392424,2842.7199303440934
2024-04-23,2434.40617110605,2211.974455235432
